"Source","Target"
6770601554,6128626942
524784461,9749980386
3919105611,4157322207
3895306575,4810948357
9471903835,6985374793
6010225513,2248766608
8683543845,1758739816
1423078109,2194097010
7155502273,7535520218
9003897341,8156879059
7093478091,1813079910
7190719389,6123421761
9430804295,6085677362
6469356325,3001717656
5702856441,8725188715
2641062081,1418787240
9586816158,1708796825
3556481259,5019320065
5939286319,8327388411
305103818,209742673
2176135093,4723035903
9586816158,1708796825
6860797177,5129661746
6860797177,5129661746
2081479084,9543913683
5732243739,7772352930
6652024436,9252458648
531041847,6137006666
2161928970,6890773508
3143556912,434351836
6770601554,6128626942
7954210371,5709569908
2364222213,7856837871
4346395450,9405222951
6860797177,5129661746
9586816158,1708796825
9186339166,209742673
2641062081,1418787240
9653743841,3697901122
2166563883,1982494436
6469485685,4143453021
3895306575,4810948357
2749172169,6985374793
1351502592,9543913683
3556481259,5019320065
5939286319,8327388411
403526894,6693267080
8394329540,5334788886
4346395450,8779905731
9003897341,8156879059
9586816158,1708796825
2286679717,1393803286
4014748430,8754955374
9624361621,4331748190
4599310239,4723035903
2550670994,7772352930
7701458546,2412223098
6770601554,6128626942
9784821557,6123421761
2676603542,8593139149
7206201403,2248766608
4014748430,6052642343
932748756,7352073803
6469485685,8529417538
6770601554,6128626942
531041847,2987632525
9586816158,1708796825
9586816158,1708796825
7911678176,6890773508
531041847,6459572017
9624361621,4331748190
1209741468,6123421761
6960958775,797401661
4310198050,9414313929
531041847,5621788298
5702856441,8725188715
1888233271,7856837871
2641062081,1418787240
9634559331,8020264563
9003897341,8156879059
1813079910,8673365646
7348501127,5641495028
3405863613,209742673
6860797177,5129661746
2194097010,8162764828
3885905606,6167974037
5151780757,807454771
5653560154,2793197858
5939286319,8327388411
879666223,3001717656
403526894,6873391515
7352073803,7423781443
9749980386,2226094681
8178792185,4723035903
7089896363,2248766608
6860797177,5129661746
3885905606,658360688
5869654043,1393803286
9003897341,8156879059
5896843637,4143453021
8967402463,3393150426
960956176,7856837871
7656249917,3001717656
5303255200,7772352930
7219585821,9543913683
5458014530,6796419111
9634559331,8020264563
7348501127,2239567616
2641062081,1418787240
3895306575,4810948357
9624361621,4331748190
390237565,8779905731
1424693007,2692927449
6123762963,6053228415
3556481259,5019320065
67242300,4238581262
5702856441,8725188715
6318099591,209742673
6236037246,6890773508
1424693007,593436072
4310198050,5920895832
1652103580,9958407914
1890296485,434351836
8776423825,3393150426
6770601554,6128626942
6860797177,5129661746
6123762963,2979548522
6770601554,6128626942
8215544280,9958407914
8176672843,2477514279
1416418992,4526571397
9624361621,4331748190
6860797177,5129661746
4310198050,8285407168
2548274915,8424086459
8883712210,434351836
4346395450,1393803286
8216851572,7306244678
6123762963,6350972201
7578442353,4238581262
6652024436,7743695018
7485881891,1416418992
5896843637,8529417538
8457217575,9543913683
8424086459,132709401
4310198050,1184607529
5321651029,209742673
6860797177,5129661746
3885905606,5187141445
6770601554,6128626942
531041847,8134871284
2793197858,1038535977
8216851572,5248724846
6123762963,4669358479
9232425799,727716979
9809522264,434351836
3885905606,3731521406
4708001806,9543913683
8776423825,8068632457
7438881743,4238581262
3885905606,933899052
390237565,3220990583
5710097523,9958407914
2135597740,9958407914
8216851572,5339457910
6652024436,2552732171
3885905606,2359609438
7837151352,4238581262
8776423825,9644089336
3518494338,2058371508
5702856441,8725188715
9218114986,4238581262
9634559331,8020264563
7348501127,4767587845
6123762963,854728048
6123762963,789838427
9232425799,7306244678
9003897341,8156879059
2793197858,3301341711
5987662725,8055925195
3001717656,8085321843
4900827431,5632473971
1424693007,7253924352
7348501127,2843630248
34088849,4238581262
5311136162,434351836
1725504867,2058371508
2477514279,146872147
3976321933,2169197402
390237565,1393803286
6009668619,9958407914
797401661,2774232996
9003897341,8156879059
5869654043,8779905731
2793197858,4835751960
8216851572,727716979
9369763023,8779905731
3001717656,2647941740
5702856441,8725188715
4268503032,7263384547
9634559331,8020264563
6771036247,8529417538
8055925195,1122450922
3001717656,7263260713
7348501127,7627772980
9232425799,2659417884
8162764828,3564837690
4014748430,9603110196
9634559331,8020264563
5440899683,5169868360
5702856441,8725188715
8537288551,3566365216
4723587645,6908837384
8520806882,4851883208
5939286319,8327388411
8537288551,2655675972
1763882389,3635240194
8618176711,375465070
6977632717,3034497051
2793197858,833496961
9007044451,4550948935
8683543845,2953729109
1424693007,874243212
9653743841,4815549646
25454716,9958407914
9232425799,5248724846
2075545195,2818523910
3950352859,6634393258
7263384547,1219783353
8263786289,2058371508
6073085666,4851883208
6345198198,5683205660
7078200557,2989656913
6073085666,2818523910
8520806882,2818523910
6764758598,2420393246
195640366,5169868360
5644818249,7921601643
218429315,5030100545
5030100545,51935521
5714240543,7078200557
1424693007,3338042597
6345198198,6576711243
9183308279,9547790405
8258031445,2058371508
4005408078,4851883208
7608868553,9958407914
2075545195,4851883208
1067704948,2058371508
3001717656,3728787599
1858089957,2831998808
4550948935,2020652333
2252406159,2933863256
2239567616,1188070210
5641495028,6367167630
2420393246,4965323415
4005408078,5169868360
5074562068,2058371508
6123762963,1890155889
9663399396,2818523910
4447501051,6765377046
1763882389,2174002503
6538540101,6125491345
6974332253,8060121943
2793197858,3581961787
3885905606,5580131854
4014748430,5004753700
1858089957,2933863256
1661948571,139169477
9537459071,6708292258
6916860201,3089018467
734194694,2060128523
6708292258,2458304145
1424693007,9981610223
3557627046,1021972
9232425799,5339457910
6621902632,5169868360
8216851572,2659417884
7627772980,7027554803
2527684651,8060121943
7057555049,4145614637
2060128523,7123586124
6016933486,9958407914
2793197858,3044242719
8060121943,3836618463
2774232996,7590592049
6345198198,1036645791
7169204954,9958407914
2252406159,4525762763
2793197858,586679955
5033361399,2058371508
660217139,2058371508
5440899683,2818523910
8173768999,4851883208
4971910641,3846677630
6345198198,9328728280
3001717656,327091555
6123762963,5270630718
6637479118,796867886
2389688527,2058371508
4447501051,9579354362
7311377425,9958407914
6621902632,2818523910
5047305009,7370342243
8200413331,9958407914
2659417884,2342891122
6345198198,5764915429
7378630180,9958407914
4447501051,3744409213
2252406159,2831998808
8060121943,7820495697
3950352859,9363716433
7627772980,4455047767
4129567731,476800554
8537288551,710866686
6465028610,109313833
4136537011,8638390457
7610679320,5169868360
1021972,3575435324
1600149721,2098207133
4971910641,3239906443
7385355795,115683040
1858089957,4525762763
3596030501,1416418992
5316774430,4361238172
476800554,8607557718
3001717656,3095850791
4971910641,2509459814
3950352859,3338700065
8638390457,1944211977
9353516901,4499824135
3950352859,369478349
4971910641,5708559613
4447501051,7971887586
7510608716,100459061
5004625051,4354586272
1416418992,4010291811
2433320986,4821757624
1600149721,2098207133
3950352859,4018210228
4971910641,9684406331
149944640,1345900627
948557241,2058371508
8285407168,6946032382
9183308279,3979001359
8173768999,2818523910
5248724846,2342891122
8537288551,9516952084
8618176711,4464133794
4821757624,6215178345
4705053591,2058371508
5004625051,4354586272
3651814546,9273258089
3950352859,5454032169
401330285,2058371508
878458259,194928445
2820805407,1873312167
9039181033,6726922016
8197072010,2935036107
8537288551,7005769824
2843630248,2052901594
1600149721,2098207133
6988324584,5336032152
115683040,8355337252
9414313929,3486992928
1600149721,2098207133
3651814546,9273258089
5358114791,1757764863
5316774430,4361238172
9050785104,7802968210
8722719854,8476445753
1600149721,2098207133
8537288551,975871064
7974678005,1757764863
5008453588,4377882567
5004625051,4354586272
1813079910,7417137272
7126377043,1813079910
9953594289,9050785104
8849558846,9108447968
4447501051,8433208246
2820805407,1873312167
8684916519,5336032152
808822435,6833938792
5641495028,2002565690
3119048320,6833938792
7590592049,8891878216
2820805407,1873312167
1600149721,2098207133
3950352859,1574251475
1926054413,5336032152
3651814546,9273258089
2820805407,1873312167
4767587845,1716691725
5008453588,4377882567
7635655629,6985374793
1552291084,1757764863
6345198198,8576546352
2448186727,3831299146
9684406331,9814570694
4382775538,5994566241
1083896690,5752354348
6726922016,1687567916
2185766681,3069219077
1159461451,7078200557
5525078218,3180939545
4865074383,8417752885
3950352859,3305794289
8417752885,5320735806
4197215987,7510608716
8291795656,23039938
6770601554,6128626942
7078200557,2278896409
7247799247,476800554
7989888688,9562274039
6637479118,2174002503
4447501051,5216039259
5017378989,1757764863
5008453588,4377882567
476800554,9899077221
8197072010,7656126612
1600149721,2098207133
3831299146,7200108252
4447501051,7571328297
2820805407,1873312167
9572566560,6985374793
5638493225,6708292258
9222076750,9517922369
3226909844,2443617213
8602963830,8638390457
2889112657,9108447968
9303470721,5336032152
9562274039,1634056830
3180939545,8122679649
1600149721,2098207133
4551306098,9101431692
9327083401,2531548770
2820805407,1873312167
2820805407,1873312167
23039938,3029265953
3271932481,4389686935
5008453588,4377882567
2305137294,5336032152
5316774430,4361238172
6637479118,3635240194
5561906489,9517922369
3912741326,1757764863
2185766681,3069219077
4183388700,1757764863
5004625051,4354586272
1600149721,2098207133
6770601554,6128626942
6708292258,1582827634
5234066763,6985374793
1666621360,6644790956
6770601554,6128626942
9227078657,6833938792
3651814546,9273258089
4734287837,9101431692
4525762763,4527536853
4775429005,8589177742
4437097524,2455547809
3226909844,3371937981
4382775538,8589177742
1763882389,796867886
5744326497,2248766608
8638390457,5883261551
6854382721,9214218788
5004625051,4354586272
1239830563,2531548770
9414313929,9155423127
4525762763,4741779159
6782900590,6854382721
5708559613,697079461
9725749581,5336032152
9755164711,1757764863
8200561643,6644790956
9034104655,5046753153
5008453588,4377882567
5004563868,6726922016
8197072010,148759130
7306244678,2342891122
3651814546,9273258089
9535978386,9517922369
8298331748,1792169085
5616726077,8430816457
4775429005,9921473802
5316774430,4361238172
676384195,2154311031
3524470825,3682462176
3226909844,6215520259
7796306006,1757764863
582901738,6985374793
1509134836,1665774528
9380493823,9243465979
5004625051,4354586272
5874519393,2248766608
4382775538,390559734
9624361621,4331748190
1233589069,9108447968
6498511324,3990508657
1285588849,2531548770
3846677630,8730176249
6511806358,9965419082
2065685062,5336032152
4437097524,2455547809
3393308952,5046753153
3862783883,9380493823
1184607529,6579176482
4518243190,6833938792
6107475762,8430816457
2185766681,3069219077
8285407168,7212934775
7993303298,9101431692
727716979,9127526246
6770601554,6128626942
5008453588,4377882567
8660073261,3790148325
8285407168,5468996675
8856680971,7248487713
9036440190,5336032152
4114041356,1940500748
5708559613,9032125949
6874790878,9304462035
9488075004,9108447968
2995605752,1757764863
4081706456,5046753153
6770601554,6128626942
297935499,1665774528
5762331797,2248766608
5004625051,4354586272
4382775538,9921473802
5920895832,563418334
5008453588,4377882567
9939335199,9101431692
9624361621,4331748190
5316774430,4361238172
8197072010,1170109023
3239906443,9148149897
3226909844,6855998229
6753953681,6985374793
4851883208,1541721227
9624361621,4331748190
727716979,2342891122
8197072010,9461146315
9700230961,2531548770
9297695781,9517922369
8856680971,7248487713
5166051713,4007288126
6568147162,5336032152
9624361621,4331748190
1819824199,3302760648
4114041356,1940500748
1062641900,3790148325
4747144118,1111368692
5004625051,4354586272
9285136661,1757764863
3316762002,6985374793
1171771003,2248766608
9233324207,9108447968
9965419082,2585012272
6486848760,9517922369
8856680971,7248487713
2185766681,3069219077
523567863,3682462176
6164152557,5046753153
4814657412,7856837871
2354611546,2154311031
5102725210,1665774528
6726922016,8522900987
5169868360,1541721227
207936746,4910654618
1792169085,2678131952
5849180756,2531548770
1173553473,9101431692
5404248534,6644790956
3106767697,6985374793
4437097524,2455547809
3596394670,1665774528
7335976595,9108447968
4253533793,2248766608
1184607529,4152874682
4354979552,1137368237
9382188772,8260022683
6499550690,9772254154
6215520259,5440639315
6901503920,9257052636
8532147098,9517922369
8856680971,7248487713
2369124408,2531548770
6066718570,4007288126
348203318,7856837871
9624361621,4331748190
4775429005,7523001726
6215520259,9654756131
207936746,6005601754
930766233,9101431692
4775429005,5994566241
9390422869,6644790956
3302760648,6165296936
7846430104,5046753153
9624361621,4331748190
5169092003,9517922369
6833938792,4076539723
3480556018,7922655699
1111368692,9983774623
1870550256,9772254154
4382775538,7523001726
207936746,3185354435
4354979552,1137368237
4437097524,2455547809
5986714272,5046753153
2281960924,9658846243
2933863256,4741779159
8668041009,9108447968
7798979163,2531548770
8561558553,6498511324
6855998229,3122061965
9773822604,7067082284
7526239970,7856837871
8538447147,6644790956
6874790878,9304462035
8856680971,7248487713
8195927704,2154311031
6630556764,9101431692
1751907169,4007288126
6606864787,1665774528
9624361621,4331748190
2760955571,8430816457
8856680971,7248487713
1253336976,8371675450
6874790878,9304462035
3187084517,8846937355
5072105547,9517922369
5095505244,1361429930
4503049074,2817594182
1160754375,4049086988
3508358756,4597902876
4354979552,1137368237
3215318479,6855482173
5874431519,2531548770
1999169946,3140946181
6362116055,2248766608
1241244322,9101431692
4049086988,6751091919
1409881402,5046753153
9772022469,4783094991
9658846243,3489137078
4114041356,1940500748
6204870445,4701865167
2371835371,6742868205
1147093613,1665774528
163626909,3682462176
6215520259,2294255222
9624361621,4331748190
9137521115,3790148325
8562701624,3282818329
774706849,3235383580
9501158882,6644790956
6833938792,5540143178
9624361621,4331748190
9268139431,9259814241
9624361621,4331748190
8856680971,7248487713
6299850927,7067082284
2876703970,3140946181
6860797177,5129661746
6215520259,6818551436
2509459814,9880023391
6874790878,9304462035
2295495393,6844529387
1253336976,8371675450
7925169753,7067082284
9215015050,7067082284
3215318479,6855482173
9169823683,3458503586
4503049074,2817594182
6901503920,9257052636
1657379341,9101431692
6697353281,386440627
6700207226,8129574305
7785732621,3790148325
7872751892,4597902876
3215318479,6855482173
3187084517,8846937355
9710838491,93722998
6543072915,4364823709
9776890334,7067082284
4525011568,1015594108
8548468970,2248766608
7497361323,9517922369
2420393246,1782447224
7302848474,2420393246
3480556018,1517021923
1894120327,4007288126
6488309756,3282818329
6833938792,8233847226
2849622641,5559467485
4354979552,1137368237
9710838491,93722998
7147448786,5557620276
5207991584,6844529387
9710838491,93722998
6901503920,9257052636
4525011568,1517021923
3187084517,8846937355
2849622641,5559467485
9404594912,3458503586
9772022469,4783094991
3556481259,5019320065
6608944666,3282818329
4114041356,1940500748
2202591253,7067082284
3480556018,1015594108
9481224844,386440627
6387772786,4007288126
5046846463,3790148325
1488905925,4597902876
3215318479,6855482173
6543072915,4364823709
8718560017,5046753153
6860797177,5129661746
989024366,3682462176
9268139431,9259814241
1253336976,8371675450
4932120771,9772254154
4354979552,1137368237
7995792279,3140946181
3593837200,7856837871
6860797177,5129661746
9023458844,6644790956
9482065091,9101431692
6223365730,3363011211
1450097940,7067082284
1769787997,1665774528
9268139431,9259814241
7147448786,5557620276
4354979552,1137368237
4525011568,7922655699
1253336976,8371675450
3480556018,1998445733
3187084517,8846937355
9710838491,93722998
7028799426,3098928489
9268139431,9259814241
4114041356,1940500748
6204870445,4701865167
8779336259,1665774528
4354979552,1137368237
9305572467,386440627
6833938792,1941213981
8400546094,3282818329
4503049074,2817594182
9772022469,4783094991
2849622641,5559467485
6901503920,9257052636
2019673507,3140946181
7919477793,8430816457
4775429005,390559734
9830727290,5046753153
6543072915,4364823709
3556481259,5019320065
3215318479,6855482173
5095505244,2374006717
4202589878,6844529387
1450041481,4007288126
22941989,8430816457
2818523910,1541721227
1253336976,8371675450
3992084410,7856837871
9268139431,9259814241
9710838491,93722998
5917350547,4806160754
6860797177,5129661746
3338303704,7067082284
1253336976,8371675450
5917350547,4563922345
3239906443,4846475139
3272114985,3140946181
4503049074,2817594182
2281394207,6214585729
9772022469,4783094991
1339917371,386440627
9473620413,4007288126
9501681099,330310031
9268139431,9259814241
7147448786,5557620276
6374690376,3180939545
6204870445,4701865167
6860797177,5129661746
6700207226,8129574305
6543072915,4364823709
4114041356,1940500748
1253336976,8371675450
9710838491,93722998
9268139431,9259814241
7698724710,3282818329
3556481259,5019320065
2849622641,5559467485
28968986,6844529387
3215318479,6855482173
3187084517,8846937355
7803705021,4020208629
5709364779,1665774528
9710838491,93722998
9238646480,4597902876
9501681099,330310031
2674040359,8456160842
208056103,6702932647
4573169702,9577633368
9268139431,9259814241
6833938792,8692856098
6204477421,3282818329
6860797177,5129661746
1441864356,4007288126
5173637169,9772254154
2849622641,5559467485
9268139431,9259814241
7416524935,3458503586
4043588367,8456160842
331330653,3790148325
931449511,8456160842
9710838491,93722998
5708403349,9422954342
5095505244,2971909285
2672451075,3330994745
5211403357,5708403349
5622928657,6844529387
8722719854,5757334160
1253336976,8371675450
2443617213,1187207050
4639821031,1665774528
391301170,5188279468
8553587516,7856837871
9939053037,7067082284
1207494413,3814772835
9066361608,4020208629
7391340607,9658846243
9577633368,7231247471
8700457882,4597902876
1544723191,386440627
7147448786,5557620276
1992087353,3140946181
9382188772,5899293888
1740588255,3458503586
2154311031,1983875360
6874313350,2460865543
3243896688,2179044177
3682462176,3312612555
6860797177,5129661746
3846677630,5345112123
5708559613,8492328593
7816440666,6844529387
3180939545,1227627262
4525011568,685439805
1099653962,3790148325
7123384680,86715269
208056103,6702932647
6344798149,3282818329
3846677630,3519245864
4875340736,2179044177
4713467040,6054455317
9658846243,4500240470
9969912569,8456160842
6860797177,5129661746
2154311031,216989395
9501681099,330310031
7147448786,5557620276
9893678337,4597902876
9891968510,821512934
5045265825,3571079151
7686371546,386440627
9501681099,330310031
2388713026,8456160842
7763213926,5045265825
7123384680,86715269
8660233283,3453875036
8824395130,4597902876
6204870445,4701865167
3977815905,9772254154
1697970931,6445645793
3215318479,6855482173
6874313350,8094120479
7123384680,86715269
8430816457,3983485132
9526203667,9772254154
2154311031,4536103931
9501681099,330310031
6543072915,4364823709
4396132028,7067082284
8430816457,4103732962
6874313350,7296432625
3187084517,8846937355
6700207226,8129574305
9079307827,6054455317
8253639626,4227166495
1719139977,9772254154
3682462176,3959924781
8310022282,6844529387
6611982598,3229111081
8772293482,3458503586
4503049074,2817594182
7256117671,7067082284
315625186,6054455317
7123384680,86715269
7028799426,3098928489
9772022469,4783094991
9501681099,330310031
3556481259,5019320065
6916860201,8515670469
6391901359,3282818329
5917350547,5202913060
6058562879,386440627
6989271965,861742137
208056103,6702932647
643954739,5533340543
4713467040,9210556116
4525011568,9484189386
9446647727,1132272920
9746017106,8002033239
7147448786,5557620276
1278425401,9931539215
5977468708,1278425401
3243896688,821512934
3556481259,5019320065
9630286485,6042344622
315625186,3229111081
7123384680,86715269
643954739,6558974258
6543072915,4364823709
9772022469,4783094991
2238431194,8456160842
6700207226,8129574305
4503049074,2817594182
3187084517,8846937355
9501681099,330310031
208056103,6702932647
3271196078,386440627
5917350547,9705256080
3760146245,1744879024
7123384680,86715269
1010150965,4597902876
8516183821,3140946181
7028799426,3098928489
367003324,7856837871
6989271965,2096901638
8368979671,2179044177
5917350547,5729243119
4845635925,9832642539
55381759,7116470616
2154311031,9590761224
4557079584,3458503586
9891968510,5023341361
1653688545,6054455317
4525011568,1998445733
3764972093,7129026374
3480556018,9484189386
1001154860,4597902876
9746017106,4006710222
3556481259,5019320065
8247546543,3722911464
5890198328,6558974258
5061861850,520713149
3682462176,7261767653
6204870445,4701865167
7028799426,3098928489
3480556018,685439805
6686887971,8104185827
9791139953,3458503586
3187084517,8846937355
1207494413,3239063780
7657551830,5972622880
7123384680,86715269
5917350547,677056262
4503049074,2817594182
8660233283,5023341361
1207494413,4446652934
6700207226,8129574305
8430816457,7211013217
9467487552,6891062860
5804990951,5077259356
8430816457,2847278996
6097169081,9210556116
2154311031,2999580239
4568484411,821512934
6874313350,5972622880
3371937981,3577737186
208056103,6702932647
8880555867,2477514279
9595227919,7067082284
9193835209,6054455317
7123384680,86715269
8104185827,3938828274
9950972480,6844529387
7123384680,86715269
6700207226,8129574305
623663379,4020208629
7755113092,6054455317
6891062860,4505191453
3556481259,5019320065
5890198328,2462728997
1207494413,2470596478
3765137455,6445645793
6042344622,2527215295
7028799426,3098928489
3026622208,3458503586
7930003813,9180949364
55381759,4814705202
4371296479,5699931146
9079307827,9210556116
5783727027,6844529387
643954739,2462728997
464035744,2824945595
4875340736,5023341361
7657551830,2460865543
5949137980,6445645793
7248879146,8417752885
4116282405,3458503586
23039938,8772508254
3556481259,5019320065
364980826,23039938
685439805,3143116829
818830460,7698914213
6989271965,5695014191
2477514279,4924839218
2804810123,2179044177
9430804295,8003668748
6611982598,9210556116
5512011172,9749980386
7657551830,7296432625
2824945595,4313969333
3371937981,2466115630
6392596761,4020208629
1517021923,3143116829
7657551830,8094120479
3488949353,3975494843
962556530,4020208629
6989271965,7750781567
818830460,63528476
5917350547,7779452261
5890198328,5533340543
8900120664,5108529656
9749980386,2166366610
7922655699,3143116829
3467915237,1792169085
3682462176,1315814621
6989271965,2724364962
